date,l_ipn,r_asn,f,label
20-08-2006,2,6461,1,-1
20-08-2006,2,6478,12,-1
20-08-2006,2,7018,144,-1
20-08-2006,2,7132,6,-1
20-08-2006,2,7377,78,-1
20-08-2006,2,8514,1,-1
20-08-2006,2,9304,28,-1
20-08-2006,2,9371,1,-1
20-08-2006,2,9800,1,-1
20-08-2006,2,11939,22,-1
20-08-2006,2,12182,14,-1
20-08-2006,2,15169,12,-1
20-08-2006,2,19262,8,-1
20-08-2006,2,19318,1,-1
20-08-2006,2,19918,145,-1
20-08-2006,2,21840,1,-1
20-08-2006,2,24940,2,-1
20-08-2006,2,29863,4,-1
20-08-2006,2,30099,8,-1
20-08-2006,2,30315,2,-1
20-08-2006,2,33260,8,-1
20-08-2006,2,33650,142,-1
20-08-2006,2,33651,11,-1
20-08-2006,3,2501,2,-1
20-08-2006,3,3320,2,-1
20-08-2006,3,4134,3,-1
20-08-2006,3,6197,1,-1
20-08-2006,3,7796,1,-1
20-08-2006,3,8343,2,-1
20-08-2006,3,8514,2,-1
20-08-2006,3,9304,1,-1
20-08-2006,3,9371,2,-1
20-08-2006,3,9768,1,-1
20-08-2006,3,9800,1,-1
20-08-2006,3,9803,1,-1
20-08-2006,3,13407,2,-1
20-08-2006,3,18566,2,-1
20-08-2006,3,21840,2,-1
20-08-2006,3,21844,1,-1
20-08-2006,3,24940,4,-1
20-08-2006,3,30315,3,-1
20-08-2006,3,40028,1,-1
20-08-2006,4,2501,7,-1
20-08-2006,4,3320,2,-1
20-08-2006,4,3729,12,-1
20-08-2006,4,4134,2,-1
20-08-2006,4,4323,1,-1
20-08-2006,4,6428,1,-1
20-08-2006,4,7132,15,-1
20-08-2006,4,8514,1,-1
20-08-2006,4,9304,169,-1
20-08-2006,4,9371,1,-1
20-08-2006,4,9800,1,-1
20-08-2006,4,14778,13,-1
20-08-2006,4,24940,2,-1
20-08-2006,4,29895,95,-1
20-08-2006,4,30315,2,-1
20-08-2006,4,31976,87,-1
20-08-2006,5,2152,6,-1
20-08-2006,5,2501,1,-1
20-08-2006,5,3320,1,-1
20-08-2006,5,3561,1,-1
20-08-2006,5,4134,1,-1
20-08-2006,5,4837,1,-1
20-08-2006,5,6197,2,-1
20-08-2006,5,7796,1,-1
20-08-2006,5,8070,6,-1
20-08-2006,5,8075,4,-1
20-08-2006,5,8514,1,-1
20-08-2006,5,9304,1,-1
20-08-2006,5,9371,1,-1
20-08-2006,5,9768,2,-1
20-08-2006,5,9800,1,-1
20-08-2006,5,13407,2,-1
20-08-2006,5,13867,2,-1
20-08-2006,5,18566,2,-1
20-08-2006,5,21840,1,-1
20-08-2006,5,21844,1,-1
20-08-2006,5,24940,4,-1
20-08-2006,5,26458,1,-1
20-08-2006,5,30315,2,-1
20-08-2006,5,40028,1,-1
20-08-2006,6,2501,1,-1
20-08-2006,6,3320,3,-1
20-08-2006,6,4134,3,-1
20-08-2006,6,4812,6,-1
20-08-2006,6,6197,2,-1
20-08-2006,6,7796,1,-1
20-08-2006,6,8514,2,-1
20-08-2006,6,9269,1,-1
20-08-2006,6,9304,1,-1
20-08-2006,6,9371,2,-1
20-08-2006,6,9768,2,-1
20-08-2006,6,9800,1,-1
20-08-2006,6,13407,2,-1
20-08-2006,6,17785,1,-1
20-08-2006,6,18566,2,-1
20-08-2006,6,21840,2,-1
20-08-2006,6,24940,4,-1
20-08-2006,6,30315,2,-1
20-08-2006,6,40028,1,-1
20-08-2006,7,174,13,1
20-08-2006,7,271,2,1
20-08-2006,7,701,3,1
20-08-2006,7,2152,31,-1
20-08-2006,7,3561,2,-1
20-08-2006,7,3701,2,-1
20-08-2006,7,6432,12,-1
20-08-2006,7,8070,1,-1
20-08-2006,7,8075,2,-1
20-08-2006,7,9156,5,-1
20-08-2006,7,9194,1,-1
20-08-2006,7,9768,2,-1
20-08-2006,7,10763,2,-1
20-08-2006,7,11486,2,-1
20-08-2006,7,12222,9,-1
20-08-2006,7,13407,2,-1
20-08-2006,7,13462,3,-1
20-08-2006,7,15169,45,-1
20-08-2006,7,18924,48,-1
20-08-2006,7,21844,15,-1
20-08-2006,7,23342,6,-1
20-08-2006,7,25751,8,-1
20-08-2006,7,30099,5,-1
20-08-2006,7,30380,17,-1
20-08-2006,7,33070,40,-1
20-08-2006,7,36856,12,-1
20-08-2006,8,209,23,1
20-08-2006,8,553,3,1
20-08-2006,8,1267,57,1
20-08-2006,8,1668,4,1
20-08-2006,8,2152,72,-1
20-08-2006,8,3561,11,-1
20-08-2006,8,3701,1,-1
20-08-2006,8,4266,11,-1
20-08-2006,8,5662,14,-1
20-08-2006,8,6140,11,-1
20-08-2006,8,7018,8,-1
20-08-2006,8,8001,11,-1
20-08-2006,8,8070,13,-1
20-08-2006,8,8075,19,-1
20-08-2006,8,9768,1,-1
20-08-2006,8,10933,1,-1
20-08-2006,8,12168,1,-1
20-08-2006,8,12552,11,-1
20-08-2006,8,13890,11,-1
20-08-2006,8,15169,152,-1
20-08-2006,8,15965,1,-1
20-08-2006,8,17055,2,-1
20-08-2006,8,17374,13,-1
20-08-2006,8,20940,1,-1
20-08-2006,8,22205,11,-1
20-08-2006,8,22822,22,-1
20-08-2006,8,22982,11,-1
20-08-2006,8,27357,4,-1
20-08-2006,8,30687,1,-1
20-08-2006,8,33554,11,-1
20-08-2006,8,36856,4,-1
20-08-2006,9,2152,1,-1
20-08-2006,9,8070,3,-1
21-08-2006,0,209,1,1
21-08-2006,0,1239,1,1
21-08-2006,0,2914,1,-1
21-08-2006,0,3320,520,-1
21-08-2006,0,3462,1,-1
21-08-2006,0,3495,1,-1
21-08-2006,0,3561,33,-1
21-08-2006,0,3671,11,-1
21-08-2006,0,4134,3,-1
21-08-2006,0,4812,1,-1
21-08-2006,0,6147,1,-1
21-08-2006,0,6432,2,-1
21-08-2006,0,6461,1,-1
21-08-2006,0,6724,1,-1
21-08-2006,0,6739,2,-1
21-08-2006,0,6939,1,-1
21-08-2006,0,6993,2,-1
21-08-2006,0,7455,2,-1
21-08-2006,0,8075,1,-1
21-08-2006,0,8402,1,-1
21-08-2006,0,9121,2,-1
21-08-2006,0,9498,1,-1
21-08-2006,0,9806,1,-1
21-08-2006,0,12424,1,-1
21-08-2006,0,13462,43,-1
21-08-2006,0,13867,1,-1
21-08-2006,0,15802,1,-1
21-08-2006,0,17881,1,-1
21-08-2006,0,18302,7,-1
21-08-2006,0,24940,3416,-1
21-08-2006,0,26085,5,-1
21-08-2006,0,26101,3,-1
21-08-2006,0,27699,1,-1
21-08-2006,0,29550,5,-1
21-08-2006,0,29791,1,-1
21-08-2006,0,30222,3,-1
21-08-2006,0,33287,2,-1
21-08-2006,0,33657,1,-1
21-08-2006,0,33724,1,-1
21-08-2006,0,34224,1,-1
21-08-2006,0,36727,1,-1
21-08-2006,1,680,1,1
21-08-2006,1,1221,1,1
21-08-2006,1,1668,2,1
21-08-2006,1,2108,1464,-1
21-08-2006,1,2200,2,-1
21-08-2006,1,3307,1647,-1
21-08-2006,1,3320,1074,-1
21-08-2006,1,3561,48,-1
21-08-2006,1,3741,2,-1
21-08-2006,1,4134,3,-1
21-08-2006,1,4323,1,-1
21-08-2006,1,4621,1,-1
21-08-2006,1,4750,2,-1
21-08-2006,1,4766,8,-1
21-08-2006,1,4837,2,-1
21-08-2006,1,6327,3,-1
21-08-2006,1,6461,1,-1
21-08-2006,1,6805,1,-1
21-08-2006,1,6855,1,-1
21-08-2006,1,6867,1,-1
21-08-2006,1,7046,1,-1
21-08-2006,1,7132,1,-1
21-08-2006,1,7455,1,-1
21-08-2006,1,8376,1,-1
21-08-2006,1,8402,1,-1
21-08-2006,1,9277,1,-1
21-08-2006,1,9808,1,-1
21-08-2006,1,11486,4,-1
21-08-2006,1,12386,1,-1
21-08-2006,1,14778,6,-1
21-08-2006,1,14780,1,-1
21-08-2006,1,15270,2,-1
21-08-2006,1,17813,2,-1
21-08-2006,1,18302,100,-1
21-08-2006,1,22884,2,-1
21-08-2006,1,24940,3416,-1
21-08-2006,1,29550,1,-1
21-08-2006,1,30380,2,-1
21-08-2006,1,33438,1786,-1
21-08-2006,1,33650,1,-1
21-08-2006,2,16,1,1
21-08-2006,2,52,89,1
21-08-2006,2,81,3,1
21-08-2006,2,104,1,1
21-08-2006,2,1312,83,1
21-08-2006,2,2152,1,-1
21-08-2006,2,3320,293,-1
21-08-2006,2,3388,8,-1
21-08-2006,2,3561,7,-1
21-08-2006,2,4323,12,-1
21-08-2006,2,4983,30,-1
21-08-2006,2,5650,140,-1
21-08-2006,2,6478,3,-1
21-08-2006,2,7018,142,-1
21-08-2006,2,7132,19,-1
21-08-2006,2,7377,83,-1
21-08-2006,2,7847,6,-1
21-08-2006,2,8402,1,-1
21-08-2006,2,11414,16,-1
21-08-2006,2,15169,2,-1
21-08-2006,2,15965,1,-1
21-08-2006,2,18302,7,-1
21-08-2006,2,19181,1,-1
21-08-2006,2,19262,34,-1
21-08-2006,2,19306,5,-1
21-08-2006,2,19918,359,-1
21-08-2006,2,24940,2451,-1
21-08-2006,2,30099,8,-1
21-08-2006,2,33260,4,-1
21-08-2006,2,33650,75,-1
21-08-2006,2,33651,27,-1
21-08-2006,3,3320,1,-1
21-08-2006,3,4713,5,-1
21-08-2006,3,4750,4,-1
21-08-2006,3,4766,5,-1
21-08-2006,3,7455,5,-1
21-08-2006,3,8402,1,-1
21-08-2006,3,9808,1,-1
21-08-2006,3,18302,1,-1
21-08-2006,3,24940,1,-1
21-08-2006,3,29550,2,-1
21-08-2006,4,3320,1060,-1
21-08-2006,4,3561,8,-1
21-08-2006,4,7132,212,-1
21-08-2006,4,7455,1,-1
21-08-2006,4,8402,1,-1
21-08-2006,4,14778,6,-1
21-08-2006,4,18302,2,-1
21-08-2006,4,22855,34,-1
21-08-2006,4,23342,4,-1
21-08-2006,4,24940,3141,-1
21-08-2006,4,29550,1,-1
21-08-2006,4,31976,85,-1
21-08-2006,4,33651,691,-1
21-08-2006,5,2152,4,-1
21-08-2006,5,3320,1,-1
21-08-2006,5,3561,1,-1
21-08-2006,5,4134,1,-1
21-08-2006,5,4713,2,-1
21-08-2006,5,4750,3,-1
21-08-2006,5,4766,2,-1
21-08-2006,5,4837,1,-1
21-08-2006,5,7132,2,-1
21-08-2006,5,7455,4,-1
21-08-2006,5,8070,6,-1
21-08-2006,5,8075,4,-1
21-08-2006,5,8402,2,-1
21-08-2006,5,13867,2,-1
21-08-2006,5,18302,1,-1
21-08-2006,5,21844,2,-1
21-08-2006,5,24940,2,-1
21-08-2006,5,29550,5,-1
21-08-2006,6,3320,2,-1
21-08-2006,6,4713,2,-1
21-08-2006,6,4750,1,-1
21-08-2006,6,4766,2,-1
21-08-2006,6,4812,1,-1
21-08-2006,6,4837,1,-1
21-08-2006,6,7455,2,-1
21-08-2006,6,8402,2,-1
21-08-2006,6,9808,1,-1
21-08-2006,6,18302,3,-1
21-08-2006,6,24940,2,-1
21-08-2006,6,29550,5,-1
21-08-2006,7,174,3,1
21-08-2006,7,209,18,1
21-08-2006,7,2152,8,-1
21-08-2006,7,3701,2,-1
21-08-2006,7,8070,4,-1
21-08-2006,7,8075,2,-1
21-08-2006,7,9156,8,-1
21-08-2006,7,11486,1,-1
21-08-2006,7,11944,1,-1
21-08-2006,7,12182,3,-1
21-08-2006,7,13601,3,-1
21-08-2006,7,14744,61,-1
21-08-2006,7,15169,34,-1
21-08-2006,7,15965,1,-1
21-08-2006,7,18924,46,-1
21-08-2006,7,19271,2,-1
21-08-2006,7,21844,15,-1
21-08-2006,7,25751,3,-1
21-08-2006,7,36856,15,-1
21-08-2006,8,3,2,1
21-08-2006,8,25,7,1
21-08-2006,8,1668,4,1
21-08-2006,8,2152,16,-1
21-08-2006,8,2914,18,-1
21-08-2006,8,3561,2,-1
21-08-2006,8,3701,1,-1
21-08-2006,8,3851,3,-1
21-08-2006,8,5511,1,-1
21-08-2006,8,5662,8,-1
21-08-2006,8,5957,1,-1
21-08-2006,8,6939,4,-1
21-08-2006,8,6994,3,-1
21-08-2006,8,7132,2,-1
21-08-2006,8,8070,10,-1
21-08-2006,8,8075,10,-1
21-08-2006,8,9583,1,-1
21-08-2006,8,10439,1,-1
21-08-2006,8,10933,1,-1
21-08-2006,8,11305,7,-1
21-08-2006,8,13640,18,-1
21-08-2006,8,13767,12,-1
21-08-2006,8,14425,8,-1
21-08-2006,8,14744,2,-1
21-08-2006,8,14750,2,-1
21-08-2006,8,15169,505,-1
21-08-2006,8,19029,6,-1
21-08-2006,8,21708,4,-1
21-08-2006,8,21844,7,-1
21-08-2006,8,21910,5,-1
21-08-2006,8,22822,2,-1
21-08-2006,8,26228,3,-1
21-08-2006,8,26238,2,-1
21-08-2006,8,29854,3,-1
21-08-2006,8,30315,20,-1
21-08-2006,8,31312,1,-1
21-08-2006,8,32613,1339,-1
21-08-2006,8,35845,1,-1
21-08-2006,8,36856,4,-1
21-08-2006,9,2152,2,-1
21-08-2006,9,8070,6,-1
22-08-2006,0,209,1,1
22-08-2006,0,2152,1,-1
22-08-2006,0,2914,2,-1
22-08-2006,0,3356,168,-1
22-08-2006,0,3462,1,-1
22-08-2006,0,3561,24,-1
22-08-2006,0,3671,7,-1
22-08-2006,0,4134,8,-1
22-08-2006,0,4513,1,-1
22-08-2006,0,4538,3,-1
22-08-2006,0,4837,4,-1
22-08-2006,0,4977,2,-1
22-08-2006,0,5617,1,-1
22-08-2006,0,6432,1,-1
22-08-2006,0,6461,1,-1
22-08-2006,0,6478,2,-1
22-08-2006,0,6539,1,-1
22-08-2006,0,6724,1,-1
22-08-2006,0,6939,1,-1
22-08-2006,0,7018,18,-1
22-08-2006,0,7738,1,-1
22-08-2006,0,8075,1,-1
22-08-2006,0,8402,2371,-1
22-08-2006,0,8560,1,-1
22-08-2006,0,9121,2,-1
22-08-2006,0,9506,1,-1
22-08-2006,0,10197,1,-1
22-08-2006,0,11351,1,-1
22-08-2006,0,12832,1,-1
22-08-2006,0,13462,43,-1
22-08-2006,0,19296,1,-1
22-08-2006,0,20799,1,-1
22-08-2006,0,26085,1,-1
22-08-2006,0,29571,1,-1
22-08-2006,0,32632,1,-1
22-08-2006,0,33379,1,-1
22-08-2006,1,1221,1,1
22-08-2006,1,1241,34,1
22-08-2006,1,1668,1,1
22-08-2006,1,1781,2,1
22-08-2006,1,2108,2170,-1
22-08-2006,1,2852,2,-1
22-08-2006,1,2914,4,-1
22-08-2006,1,3269,1,-1
22-08-2006,1,3307,2397,-1
22-08-2006,1,3356,168,-1
22-08-2006,1,3561,15,-1
22-08-2006,1,4134,13,-1
22-08-2006,1,4538,62,-1
22-08-2006,1,4609,3,-1
22-08-2006,1,4621,1,-1
22-08-2006,1,4750,1,-1
22-08-2006,1,4837,2,-1
22-08-2006,1,6400,3,-1
22-08-2006,1,6461,1,-1
22-08-2006,1,6478,3,-1
22-08-2006,1,6746,2,-1
22-08-2006,1,7016,1,-1
22-08-2006,1,7018,18,-1
22-08-2006,1,7046,1,-1
22-08-2006,1,8253,13,-1
22-08-2006,1,8376,3,-1
22-08-2006,1,8402,1136,-1
22-08-2006,1,8560,1,-1
22-08-2006,1,9318,1,-1
22-08-2006,1,9394,2,-1
22-08-2006,1,9908,1,-1
22-08-2006,1,10154,1,-1
22-08-2006,1,10197,1,-1
22-08-2006,1,11456,2,-1
22-08-2006,1,11486,5,-1
22-08-2006,1,12832,1,-1
22-08-2006,1,13601,2,-1
22-08-2006,1,14778,14,-1
22-08-2006,1,15201,1,-1
22-08-2006,1,17676,1,-1
22-08-2006,1,17785,1,-1
22-08-2006,1,17813,2,-1
22-08-2006,1,17820,1,-1
22-08-2006,1,17974,1,-1
22-08-2006,1,19094,2,-1
22-08-2006,1,29550,1,-1
22-08-2006,1,32632,1,-1
22-08-2006,1,33438,2440,-1
22-08-2006,1,33650,14,-1
22-08-2006,2,52,114,1
22-08-2006,2,209,1,1
22-08-2006,2,226,1,1
22-08-2006,2,1312,168,1
22-08-2006,2,2914,2,-1
22-08-2006,2,3356,169,-1
22-08-2006,2,3557,1,-1
22-08-2006,2,3561,8,-1
22-08-2006,2,4134,1,-1
22-08-2006,2,4181,1,-1
22-08-2006,2,4323,4,-1
22-08-2006,2,4983,33,-1
22-08-2006,2,5650,139,-1
22-08-2006,2,6364,3,-1
22-08-2006,2,6478,8,-1
22-08-2006,2,7018,146,-1
22-08-2006,2,7132,8,-1
22-08-2006,2,7377,152,-1
22-08-2006,2,7545,2,-1
22-08-2006,2,8402,2388,-1
22-08-2006,2,8560,1,-1
22-08-2006,2,10197,1,-1
22-08-2006,2,11414,39,-1
22-08-2006,2,12832,1,-1
22-08-2006,2,15169,21,-1
22-08-2006,2,18530,3,-1
22-08-2006,2,19262,10,-1
22-08-2006,2,19318,1,-1
22-08-2006,2,19918,381,-1
22-08-2006,2,29863,4,-1
22-08-2006,2,30099,12,-1
22-08-2006,2,32632,1,-1
22-08-2006,2,33260,4,-1
22-08-2006,2,33650,14,-1
22-08-2006,2,33651,43,-1
22-08-2006,3,2914,4,-1
22-08-2006,3,3269,1,-1
22-08-2006,3,3356,1,-1
22-08-2006,3,4134,10,-1
22-08-2006,3,4538,54,-1
22-08-2006,3,4750,1,-1
22-08-2006,3,6478,2,-1
22-08-2006,3,6746,3,-1
22-08-2006,3,7018,2,-1
22-08-2006,3,7545,2,-1
22-08-2006,3,8560,2,-1
22-08-2006,3,9394,1,-1
22-08-2006,3,9803,2,-1
22-08-2006,3,10197,1,-1
22-08-2006,3,12832,2,-1
22-08-2006,3,13601,1,-1
22-08-2006,3,15965,1,-1
22-08-2006,3,17676,1,-1
22-08-2006,3,19094,4,-1
22-08-2006,3,21844,2,-1
22-08-2006,3,32632,1,-1
22-08-2006,4,174,133,1
22-08-2006,4,2914,2,-1
22-08-2006,4,3356,169,-1
22-08-2006,4,3561,18,-1
22-08-2006,4,4134,2,-1
22-08-2006,4,4323,1,-1
22-08-2006,4,4538,1,-1
22-08-2006,4,6428,1,-1
22-08-2006,4,6478,2,-1
22-08-2006,4,7018,16,-1
22-08-2006,4,7132,240,-1
22-08-2006,4,7545,2,-1
22-08-2006,4,8402,2375,-1
22-08-2006,4,8560,1,-1
22-08-2006,4,10197,1,-1
22-08-2006,4,12832,1,-1
22-08-2006,4,14778,4,-1
22-08-2006,4,17676,1,-1
22-08-2006,4,22855,96,-1
22-08-2006,4,23342,5,-1
22-08-2006,4,29550,3,-1
22-08-2006,4,29895,120,-1
22-08-2006,4,31976,80,-1
22-08-2006,4,32632,1,-1
22-08-2006,4,33651,729,-1
22-08-2006,4,36561,1,-1
22-08-2006,5,2152,5,-1
22-08-2006,5,2914,4,-1
22-08-2006,5,3269,1,-1
22-08-2006,5,3356,1,-1
22-08-2006,5,3561,1,-1
22-08-2006,5,4134,18,-1
22-08-2006,5,4538,46,-1
22-08-2006,5,4750,1,-1
22-08-2006,5,6478,1,-1
22-08-2006,5,7545,2,-1
22-08-2006,5,8070,4,-1
22-08-2006,5,8075,5,-1
22-08-2006,5,8560,1,-1
22-08-2006,5,10197,1,-1
22-08-2006,5,12832,2,-1
22-08-2006,5,13601,2,-1
22-08-2006,5,13867,2,-1
22-08-2006,5,17676,1,-1
22-08-2006,5,19094,6,-1
22-08-2006,5,32632,2,-1
22-08-2006,6,2914,3,-1
22-08-2006,6,3269,1,-1
22-08-2006,6,3356,1,-1
22-08-2006,6,4134,23,-1
22-08-2006,6,4538,79,-1
22-08-2006,6,4750,1,-1
22-08-2006,6,6478,1,-1
22-08-2006,6,7545,1,-1
22-08-2006,6,8560,2,-1
22-08-2006,6,10197,1,-1
22-08-2006,6,12832,1,-1
22-08-2006,6,13601,2,-1
22-08-2006,6,17676,1,-1
22-08-2006,6,19094,1,-1
22-08-2006,6,32632,2,-1
22-08-2006,7,714,13,1
22-08-2006,7,1668,6,1
22-08-2006,7,2152,42,-1
22-08-2006,7,3269,1,-1
22-08-2006,7,3561,11,-1
22-08-2006,7,3701,2,-1
22-08-2006,7,3911,3,-1
22-08-2006,7,6939,2,-1
22-08-2006,7,8070,1,-1
22-08-2006,7,8075,2,-1
22-08-2006,7,9156,3,-1
22-08-2006,7,10763,2,-1
22-08-2006,7,10912,8,-1
22-08-2006,7,12179,1,-1
22-08-2006,7,12182,3,-1
22-08-2006,7,14744,3,-1
22-08-2006,7,14780,135,-1
22-08-2006,7,15169,19,-1
22-08-2006,7,15418,1,-1
22-08-2006,7,17785,2,-1
22-08-2006,7,18924,48,-1
22-08-2006,7,19306,33,-1
22-08-2006,7,20940,27,-1
22-08-2006,7,21844,94,-1
22-08-2006,7,22747,68,-1
22-08-2006,7,26101,10,-1
22-08-2006,7,30060,2,-1
22-08-2006,7,36856,8,-1
22-08-2006,8,31,2,1
22-08-2006,8,702,2,1
22-08-2006,8,1668,12,1
22-08-2006,8,1680,15,1
22-08-2006,8,2152,20,-1
22-08-2006,8,2506,1,-1
22-08-2006,8,3561,15,-1
22-08-2006,8,3701,1,-1
22-08-2006,8,5417,12,-1
22-08-2006,8,5650,27,-1
22-08-2006,8,5662,35,-1
22-08-2006,8,5731,4,-1
22-08-2006,8,5744,514,-1
22-08-2006,8,7018,8,-1
22-08-2006,8,8070,2,-1
22-08-2006,8,8137,18,-1
22-08-2006,8,8342,78,-1
22-08-2006,8,9583,925,-1
22-08-2006,8,9924,112,-1
22-08-2006,8,10343,155,-1
22-08-2006,8,10763,2,-1
22-08-2006,8,11078,2,-1
22-08-2006,8,13680,13,-1
22-08-2006,8,15169,402,-1
22-08-2006,8,17785,1,-1
22-08-2006,8,19916,3,-1
22-08-2006,8,20940,4,-1
22-08-2006,8,21844,6,-1
22-08-2006,8,30315,3,-1
22-08-2006,8,30380,37,-1
22-08-2006,8,30447,12,-1
22-08-2006,8,36856,4,-1
22-08-2006,9,174,2,1
22-08-2006,9,2152,7,-1
22-08-2006,9,3561,6,-1
22-08-2006,9,6453,1,-1
22-08-2006,9,8070,3,-1
22-08-2006,9,10912,18,-1
22-08-2006,9,11266,91,-1
22-08-2006,9,11486,2,-1
22-08-2006,9,11922,2,-1
22-08-2006,9,12147,3,-1
22-08-2006,9,12182,5,-1
22-08-2006,9,14829,4,-1
22-08-2006,9,15169,636,-1
22-08-2006,9,20940,8,-1
22-08-2006,9,23287,2,-1
22-08-2006,9,29720,2,-1
22-08-2006,9,29873,7,-1
22-08-2006,9,33322,1,-1
22-08-2006,9,36856,4,-1
23-08-2006,0,209,2,1
23-08-2006,0,1680,1,1
23-08-2006,0,1916,1,1
23-08-2006,0,2116,1,-1
23-08-2006,0,2854,1,-1
23-08-2006,0,2914,1,-1
23-08-2006,0,3209,1,-1
23-08-2006,0,3249,1,-1
23-08-2006,0,3269,8,-1
23-08-2006,0,3320,1,-1
23-08-2006,0,3356,1,-1
23-08-2006,0,3462,1,-1
23-08-2006,0,3561,34,-1
23-08-2006,0,3671,12,-1
23-08-2006,0,4230,3,-1
23-08-2006,0,4538,2,-1
23-08-2006,0,4544,1,-1
23-08-2006,0,4755,1,-1
23-08-2006,0,4795,1,-1
23-08-2006,0,4837,2,-1
23-08-2006,0,6147,1,-1
23-08-2006,0,6432,2,-1
23-08-2006,0,6461,1,-1
23-08-2006,0,6478,2,-1
23-08-2006,0,6724,1,-1
23-08-2006,0,6939,2,-1
23-08-2006,0,7132,1,-1
23-08-2006,0,7535,1,-1
23-08-2006,0,7738,1,-1
23-08-2006,0,8113,1,-1
23-08-2006,0,8151,1,-1
23-08-2006,0,9050,1,-1
23-08-2006,0,9824,1,-1
23-08-2006,0,11814,1,-1
23-08-2006,0,13462,44,-1
23-08-2006,0,13867,2,-1
23-08-2006,0,14501,1,-1
23-08-2006,0,15395,1,-1
23-08-2006,0,17228,1,-1
23-08-2006,0,17676,1,-1
23-08-2006,0,17870,2,-1
23-08-2006,0,22291,1,-1
23-08-2006,0,22927,2,-1
23-08-2006,0,23522,1,-1
23-08-2006,0,23850,1,-1
23-08-2006,0,24138,1,-1
23-08-2006,0,24679,101,-1
23-08-2006,0,25994,1,-1
23-08-2006,0,28573,2,-1
23-08-2006,0,29170,1,-1
23-08-2006,0,29339,575,-1
23-08-2006,0,29717,1,-1
23-08-2006,0,30380,1,-1
23-08-2006,1,2108,3407,-1
23-08-2006,1,3269,103,-1
23-08-2006,1,3307,3438,-1
23-08-2006,1,3561,6,-1
23-08-2006,1,4134,2,-1
23-08-2006,1,4621,1,-1
23-08-2006,1,4657,1,-1
23-08-2006,1,4755,2,-1
23-08-2006,1,4788,1,-1
23-08-2006,1,4812,4,-1
23-08-2006,1,5617,1,-1
23-08-2006,1,6128,1,-1
23-08-2006,1,6197,2,-1
23-08-2006,1,6461,2,-1
23-08-2006,1,6478,2,-1
23-08-2006,1,7046,3,-1
23-08-2006,1,7132,3,-1
23-08-2006,1,7545,1,-1
23-08-2006,1,7575,13,-1
23-08-2006,1,7629,1,-1
23-08-2006,1,8075,6,-1
23-08-2006,1,8376,1,-1
23-08-2006,1,8764,1,-1
23-08-2006,1,9121,2,-1
23-08-2006,1,9277,1,-1
23-08-2006,1,9800,1,-1
23-08-2006,1,9929,1,-1
23-08-2006,1,12271,2,-1
23-08-2006,1,12968,2,-1
23-08-2006,1,14501,1,-1
23-08-2006,1,14778,10,-1
23-08-2006,1,14780,1,-1
23-08-2006,1,17858,1,-1
23-08-2006,1,18809,1,-1
23-08-2006,1,24600,2,-1
23-08-2006,1,24679,101,-1
23-08-2006,1,25022,1,-1
23-08-2006,1,29255,1,-1
23-08-2006,1,29339,2,-1
23-08-2006,1,33438,3441,-1
23-08-2006,1,33588,1,-1
23-08-2006,2,52,31,1
23-08-2006,2,81,1,1
23-08-2006,2,209,37,1
23-08-2006,2,1312,83,1
23-08-2006,2,2152,1,-1
23-08-2006,2,2637,1,-1
23-08-2006,2,3269,4,-1
23-08-2006,2,3462,2,-1
23-08-2006,2,3561,15,-1
23-08-2006,2,4323,8,-1
23-08-2006,2,4983,6,-1
23-08-2006,2,5650,185,-1
23-08-2006,2,5739,1,-1
23-08-2006,2,6478,8,-1
23-08-2006,2,7018,149,-1
23-08-2006,2,7132,5,-1
23-08-2006,2,7377,75,-1
23-08-2006,2,11414,14,-1
23-08-2006,2,14501,1,-1
23-08-2006,2,15169,4,-1
23-08-2006,2,19262,11,-1
23-08-2006,2,19306,3,-1
23-08-2006,2,19918,514,-1
23-08-2006,2,24679,101,-1
23-08-2006,2,27596,2,-1
23-08-2006,2,29339,2,-1
23-08-2006,2,29863,4,-1
23-08-2006,2,30099,12,-1
23-08-2006,2,33260,16,-1
23-08-2006,2,33650,11,-1
23-08-2006,2,33651,20,-1
23-08-2006,3,3269,14,-1
23-08-2006,3,4181,2,-1
23-08-2006,3,4837,1,-1
23-08-2006,3,6197,1,-1
23-08-2006,3,6478,2,-1
23-08-2006,3,7629,1,-1
23-08-2006,3,12271,2,-1
23-08-2006,3,14501,2,-1
23-08-2006,3,17839,5,-1
23-08-2006,3,21844,1,-1
23-08-2006,3,24679,1,-1
23-08-2006,3,29339,2,-1
23-08-2006,3,33650,16,-1
23-08-2006,4,3269,8,-1
23-08-2006,4,3561,6,-1
23-08-2006,4,6428,1,-1
23-08-2006,4,6478,7,-1
23-08-2006,4,7132,6,-1
23-08-2006,4,14501,1,-1
23-08-2006,4,14777,2,-1
23-08-2006,4,14780,2,-1
23-08-2006,4,22855,14,-1
23-08-2006,4,23342,3,-1
23-08-2006,4,24679,97,-1
23-08-2006,4,29339,3,-1
23-08-2006,4,31976,83,-1
23-08-2006,4,33651,193,-1
23-08-2006,4,36017,2,-1
23-08-2006,4,36561,1,-1
23-08-2006,5,209,1,1
23-08-2006,5,2152,4,-1
23-08-2006,5,3269,13,-1
23-08-2006,5,3561,1,-1
23-08-2006,5,4134,2,-1
